Date, Open, High, Low, Close, Volume
02/21/18, 234.71, 237.86, 232.10, 232.18, 2561377
02/20/18, 234.54, 236.67, 233.91, 235.07, 2675916
02/16/18, 234.97, 238.435, 233.39, 236.67, 2221752
02/15/18, 233.31, 234.90, 230.88, 234.87, 2127496
02/14/18, 229.45, 232.87, 228.47, 232.00, 2337783
02/13/18, 229.71, 231.97, 228.93, 231.36, 2523579
02/12/18, 227.49, 230.38, 226.10, 229.19, 3290351
02/09/18, 224.61, 226.96, 218.18, 225.21, 4518613
02/08/18, 233.16, 233.31, 222.65, 222.89, 3751281
02/07/18, 233.19, 237.52, 232.821, 233.19, 2885570
02/06/18, 227.51, 234.57, 226.81, 233.63, 5108142
02/05/18, 243.50, 244.40, 226.01, 231.44, 6590490
02/02/18, 246.43, 248.75, 244.88, 245.17, 3925658
02/01/18, 247.44, 250.09, 246.1795, 247.94, 2665501
01/31/18, 251.49, 253.13, 249.60, 250.50, 3136406
01/30/18, 255.60, 255.69, 251.41, 251.54, 2412632
01/29/18, 258.51, 259.34, 255.97, 256.01, 2306292
01/26/18, 253.43, 259.77, 253.39, 258.63, 3730628
01/25/18, 250.00, 254.80, 247.10, 252.36, 3507873
01/24/18, 247.99, 248.54, 246.25, 247.69, 3471044
01/23/18, 246.91, 247.26, 245.12, 246.31, 1822654
01/22/18, 247.13, 247.89, 245.08, 247.30, 1660506
01/19/18, 246.63, 248.50, 245.60, 248.18, 2013467
01/18/18, 248.13, 249.00, 244.92, 245.91, 2233505
01/17/18, 246.85, 248.53, 245.80, 248.11, 2519000
01/16/18, 245.30, 247.19, 243.83, 244.74, 2411131
01/12/18, 243.07, 246.00, 242.50, 244.47, 1974312
01/11/18, 240.74, 242.34, 239.75, 242.31, 1487650
01/10/18, 241.00, 242.57, 240.03, 241.14, 1640853
01/09/18, 239.60, 241.7845, 239.34, 241.28, 1695114
01/08/18, 239.38, 240.94, 239.18, 239.79, 1869025
01/05/18, 238.65, 240.90, 237.74, 240.57, 1835909
01/04/18, 237.00, 239.44, 236.47, 238.71, 2243101
01/03/18, 235.07, 235.73, 233.29, 235.63, 2193713
01/02/18, 235.78, 237.07, 232.805, 235.64, 2930951
12/29/17, 236.48, 237.31, 235.37, 235.37, 1343878
12/28/17, 236.94, 237.08, 235.28, 235.72, 1189738
12/27/17, 235.52, 236.54, 234.84, 236.20, 970508
12/26/17, 235.08, 236.28, 235.03, 235.45, 789090
12/22/17, 235.36, 236.08, 234.28, 234.73, 1280557
12/21/17, 236.00, 237.25, 234.41, 234.78, 2241586
12/20/17, 238.20, 238.47, 236.49, 236.92, 1621646
12/19/17, 239.47, 239.74, 236.90, 238.39, 1868916
12/18/17, 238.58, 240.01, 237.145, 238.42, 2237313
12/15/17, 239.19, 239.68, 237.65, 238.00, 4518734
12/14/17, 240.32, 240.80, 237.81, 238.08, 1984720
12/13/17, 236.91, 239.59, 236.63, 239.11, 2707874
12/12/17, 241.55, 241.68, 236.12, 236.58, 2766340
12/11/17, 238.85, 240.21, 237.86, 239.30, 1742882
12/08/17, 240.00, 241.01, 237.49, 238.13, 1999835
12/07/17, 238.45, 241.29, 237.93, 240.30, 1367330
12/06/17, 238.96, 241.08, 236.97, 238.67, 1924077
12/05/17, 240.22, 240.26, 237.86, 238.26, 1543909
12/04/17, 243.05, 244.23, 238.51, 239.26, 2468747
12/01/17, 243.19, 243.63, 239.15, 241.15, 2232292
11/30/17, 238.86, 243.45, 237.69, 243.14, 4003388
11/29/17, 236.05, 238.19, 235.64, 238.01, 1754594
11/28/17, 234.12, 235.94, 233.375, 235.63, 1871691
11/27/17, 231.75, 234.5289, 231.13, 234.00, 1780831
11/24/17, 232.03, 232.04, 230.81, 231.38, 659116
11/22/17, 233.06, 233.86, 231.40, 231.58, 1371820
11/21/17, 232.21, 235.71, 232.21, 234.09, 2122633
11/20/17, 229.90, 233.59, 229.5543, 231.49, 1699956
11/17/17, 228.43, 229.92, 227.74, 229.36, 1741844
11/16/17, 227.79, 229.99, 227.79, 229.42, 1225143
11/15/17, 228.07, 228.51, 226.04, 227.40, 1512124
11/14/17, 228.14, 229.96, 226.75, 229.33, 1393185
11/13/17, 226.73, 228.43, 226.26, 228.22, 1765322
11/10/17, 227.47, 228.44, 226.16, 227.45, 1295822
11/09/17, 228.54, 229.40, 227.05, 228.39, 1575764
11/08/17, 229.84, 230.65, 229.38, 229.83, 1510323
11/07/17, 230.38, 230.77, 229.14, 230.05, 1553571
11/06/17, 232.22, 232.63, 230.15, 230.31, 1334883
11/03/17, 231.56, 232.58, 230.92, 232.22, 1582704
11/02/17, 230.24, 232.80, 229.55, 232.23, 1609484
11/01/17, 231.00, 231.76, 229.11, 230.18, 1389916
10/31/17, 231.38, 231.5975, 229.81, 230.19, 1908157
10/30/17, 233.66, 233.66, 230.64, 231.02, 2722556
10/27/17, 234.23, 234.95, 232.55, 234.74, 2000365
10/26/17, 238.26, 238.80, 232.31, 232.94, 3384956
10/25/17, 235.01, 237.94, 233.94, 237.68, 4114532
10/24/17, 229.00, 238.90, 228.99, 234.65, 6508396
10/23/17, 221.76, 222.78, 221.20, 221.55, 2161339
10/20/17, 219.95, 221.32, 219.19, 221.32, 1647816
10/19/17, 218.49, 219.25, 217.47, 219.24, 1369000
10/18/17, 217.52, 218.64, 217.37, 218.27, 1413913
10/17/17, 218.49, 218.72, 216.47, 217.75, 2150810
10/16/17, 217.70, 218.73, 217.20, 218.72, 1185228
10/13/17, 218.83, 219.76, 216.80, 217.72, 1461703
10/12/17, 216.60, 217.64, 216.29, 217.59, 1907960
10/11/17, 216.75, 216.86, 214.66, 216.51, 2052903
10/10/17, 217.38, 217.60, 216.55, 216.75, 1171324
10/09/17, 215.96, 217.21, 215.69, 216.68, 1054620
10/06/17, 216.00, 216.54, 215.27, 216.52, 1650834
10/05/17, 216.49, 217.61, 215.9002, 216.37, 1740484
10/04/17, 214.85, 216.94, 214.50, 216.52, 1636447
10/03/17, 212.62, 214.60, 211.38, 214.57, 1634888
10/02/17, 210.73, 212.79, 210.03, 212.76, 1292105
09/29/17, 209.06, 209.90, 208.73, 209.90, 1632249
09/28/17, 208.30, 209.88, 208.2519, 209.55, 2092803
09/27/17, 211.09, 211.38, 208.16, 209.48, 1865144
09/26/17, 211.26, 212.83, 210.93, 211.03, 1224628
09/25/17, 210.98, 211.22, 209.37, 210.73, 1609155
09/22/17, 209.64, 211.30, 209.28, 210.76, 1493283
09/21/17, 210.90, 211.62, 210.24, 210.44, 1382444
09/20/17, 211.77, 212.60, 208.31, 210.51, 2987210
09/19/17, 214.23, 214.65, 212.85, 213.56, 1429651
09/18/17, 214.00, 214.038, 212.57, 213.76, 1272436
